facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
MidMar East Gas Plant,TX,Petroleum and Natural Gas Systems,44943.81,32.179202,-102.193377,2022
Midkiff Gas Plant,TX,Petroleum and Natural Gas Systems,199155.39143257946,31.502598,-101.911987,2022
Milagro Gas Plant,NM,Petroleum and Natural Gas Systems,951250.196,36.7367,-107.9417,2022
Mills Ranch Compressor Station,TX,Petroleum and Natural Gas Systems,28888.562,35.4006,-100.1297,2022
Mivida Treater Plant,TX,Petroleum and Natural Gas Systems,140861.42,31.5225,-103.465278,2022
Mobley  Gas Plant,WV,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",82599.26,39.499528,-80.561761,2022
Mexico Compressor Station,MO,Petroleum and Natural Gas Systems,21554.072,39.234933,-91.744148,2022
Milford Compressor Station,MI,Petroleum and Natural Gas Systems,71049.142,42.5434,-83.5645,2022
Millennium - Highland CS,NY,Petroleum and Natural Gas Systems,41096.146,41.527313,-74.884444,2022
Millennium Pipeline Company LLC Corning Compressor Station,NY,Petroleum and Natural Gas Systems,36345.616,42.18826,-76.97822,2022
Modelfill Landfill,AR,Waste,6267.5,34.71411,-92.33253,2022
Mohave Valley Landfill,AZ,Waste,21917.648,35.02241,-114.51369,2022
Mohawk Industries - S. HAMILTON ST. PLANT,GA,Other,27403.748,34.73138,-84.96917,2022
Mohegan Tribe of Indians of Connecticut,CT,Other,31081.924,41.490761,-72.099052,2022
Molson Coors - Fort Worth Brewery,TX,Other,17755.614,32.644444,-97.319167,2022
Molson Coors USA LLC - Golden Brewery,CO,Other,223228.26,39.763383,-105.213362,2022
Molson Coors-MILWAUKEE BREWERY,WI,Other,32467.728,43.04212,-87.96307,2022
Momentive Performance Materials,NY,"Other,Waste",68754.794,42.8158,-73.6728,2022
Monarch Hill,FL,Waste,243642.934,26.2875,-80.151389,2022
Monroe,MI,Power Plants,14908126.224,41.8917,-83.3461,2022
"Monroe Energy, LLC, Trainer Refinery",PA,"Petroleum Product Suppliers,Refineries",1270101.858,39.8228,-75.4033,2022
Montana Power Station,TX,Power Plants,389325.856,31.823889,-106.211944,2022
Montclair State University,NJ,Other,38103.354,40.8572,-74.1983,2022
Montefiore Medical Center-111 East 210th Street,NY,Other,30044.79,40.87991,-73.88066,2022
Monterey Regional Waste Management District,CA,Waste,93011.234,36.697498,-121.7935,2022
Montgomery County Power Station,TX,Power Plants,2411089.264,30.4364,-95.5215,2022
"Montour, LLC",PA,Power Plants,1231642.544,41.0714,-76.6672,2022
Montpelier Electric Gen Station,IN,Power Plants,203740.44,40.6206,-85.3057,2022
Montville,CT,Power Plants,106601.736,41.4281,-72.1019,2022
"Monument Chemical Kentucky, LLC",KY,Chemicals,57336.732,38.002597,-86.117905,2022
"Monument Chemical Port Arthur, LLC (previously known as KMTEX)",TX,Chemicals,15986.14,29.829276,-93.966729,2022
Mooreland,OK,Power Plants,68859.144,36.4375,-99.2208,2022
Morgan Creek,TX,Power Plants,18233.652,32.3358,-100.9158,2022
Morgan Energy Center,AL,Power Plants,2079652.944,34.6397,-87.0639,2022
Morgantown,MD,Power Plants,1284748.98,38.3592,-76.9767,2022
Morgantown Energy Facility,WV,Power Plants,77088.702,39.6397,-79.9606,2022
Morrilton Sanitary Landfill,AR,Waste,45699.25,35.129664,-92.701614,2022
"Morris Cogeneration, LLC",IL,Power Plants,428629.388,41.4092,-88.3292,2022
Morris Community Landfill,IL,Waste,39599.0,41.372551,-88.403155,2022
Morristown Balefill Landfill,TN,Waste,56310.25,36.15494,-83.29983,2022
"Morton Salt, Inc.",KS,Other,19462.876,38.053497,-97.929626,2022
Mosaic Bartow Facility,FL,Chemicals,187449.964,27.891566,-81.800572,2022
Mosaic Carlsbad Facility,NM,Other,36583.512,32.40613,-103.94702,2022
"Mosaic Fertilizer LLC, Plant City Facility",FL,Chemicals,29694.186,28.167081,-82.155037,2022
"Mosaic Fertilizer, LLC",FL,Chemicals,5384.312,27.85118,-82.2599,2022
Mosaic New Wales Facility,FL,Chemicals,249696.518,27.764677,-82.018916,2022
Mosaic Riverview Facility,FL,Chemicals,109083.352,27.863579,-82.384888,2022
Mosaic Uncle Sam Facility,LA,Chemicals,130020.762,30.02,-90.77,2022
Moselle Generating Plant,MS,Power Plants,594491.396,31.5289,-89.2992,2022
Moss Landing,CA,Power Plants,1900177.724,36.8042,-121.7775,2022
"Mostoller Landfill, Inc.",PA,Waste,26548.0,39.98237,-78.98189,2022
Motiva Port Arthur Chemicals,TX,Chemicals,804182.484,29.892778,-93.973333,2022
Mount Storm Power Station,WV,Power Plants,4569958.034,39.2014,-79.2667,2022
Mountain Creek Generating Station,TX,Power Plants,383747.828,32.7253,-96.9361,2022
MountainWest Pipeline - Clay Basin (Stor and Proc),UT,Petroleum and Natural Gas Systems,45802.64,40.9917,-109.2136,2022
Mountaineer (1301),WV,Power Plants,5020784.646,38.9794,-81.9344,2022
Mountainview Generating Station,CA,Power Plants,1495603.756,34.0836,-117.2408,2022
"Mountaire Farms of Delaware, Inc.",DE,"Other,Waste",57268.582,38.6011,-75.2629,2022
Moxie Freedom,PA,Power Plants,1605589.3,41.111627,-76.158964,2022
Mt. Carmel Cogeneration,PA,Power Plants,286733.7,40.8092,-76.4539,2022
Mt. Eaton Landfill,OH,Waste,31492.5,40.708897,-81.537701,2022
"Mubea, Inc.",KY,Other,13656.848,38.97878,-84.59479,2022
Mulberry Cogeneration Facility,FL,Power Plants,171667.564,27.8489,-81.8775,2022
Murphy Plywood,OR,Other,701.132,42.426482,-123.164216,2022
Muscatine,IA,"Other,Power Plants",1276376.58,41.3917,-91.0569,2022
Muskogee,OK,Power Plants,1877554.616,35.7617,-95.2847,2022
Mustang,OK,Power Plants,459904.644,35.4711,-97.6733,2022
Mustang Station,TX,Power Plants,618119.86,32.9728,-102.7417,2022
"Mustang Station Units 4, 5 & 6",TX,Power Plants,488982.988,32.9748,-102.7432,2022
Mystic,MA,Power Plants,648963.496,42.3917,-71.0667,2022
NAN YA PLASTICS CORPORATION AMERICA SOUTH CAROLINA PLANT,SC,Other,165739.386,33.793857,-79.729856,2022
NASA - Lyndon B. Johnson Space Center,TX,Other,62415.714,29.55225,-95.087383,2022
NATIONAL BEEF PACKING CO L.L.C.,KS,Other,67002.096,37.052611,-100.8995,2022
NATIONAL BEEF PACKING CO L.L.C.,KS,Other,68994.94,37.748,-99.984806,2022
NATIONAL CEMENT CO OF CALIFORNIA INC,CA,Minerals,849705.894,34.819863,-118.748732,2022
NATIONAL CEMENT COMPANY INC.,AL,Minerals,611584.48,33.733584,-86.155217,2022
NATIONAL SERV-ALL LANDFILL,IN,Waste,78713.796,41.031121,-85.216174,2022
"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",NM,"Chemicals,Petroleum Product Suppliers,Refineries",831370.232,32.848593,-104.394383,2022
"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY",NM,"Petroleum Product Suppliers,Refineries",124865.55,32.879253,-103.297137,2022
NAVAL RESEARCH LABORATORY,DC,Other,28974.84,38.824587,-77.017398,2022
NCEMC Anson Plant,NC,Power Plants,206629.062,34.9708,-79.9208,2022
NCEMC Hamlet Plant,NC,Power Plants,108951.316,34.8422,-79.7367,2022
NCIRSWA Sanitary Landfill,IA,Waste,51064.75,42.486185,-94.167733,2022
NCSU CENTRAL HEAT PLANT,NC,Other,115668.914,35.78658,-78.68103,2022
ND Fairmont LLC,WV,Pulp and Paper,47239.472,39.523132,-80.129473,2022
ND OTM LLC,ME,Pulp and Paper,44552.8,44.917362,-68.636511,2022
ND PAPER INC - BIRON DIVISION,WI,Pulp and Paper,339853.704,44.4289,-89.7817,2022
ND Paper Inc - Rumford Division,ME,Pulp and Paper,431506.998,44.5508,-70.5411,2022
"NE MS SW MGT AUTHORITY, NE MS REG LF",MS,Waste,58005.0,34.923149,-88.845504,2022
"NE Nitro Geneva, LLC",NE,Chemicals,60712.572,40.53892,-97.58003,2022
NEAL ROAD RECYCLING AND WASTE FACILITY,CA,Waste,20464.25,39.6757,-121.7299,2022
NEENAH FOUNDRY CO PLTS 2 & 3,WI,Metals,60146.574,44.16243,-88.47349,2022
NEENAH PAPER INC - WHITING MILL,WI,Pulp and Paper,51244.008,44.48188,-89.56839,2022
NEENAH PAPER MICHIGAN INC,MI,Pulp and Paper,73172.472,46.4087,-86.6455,2022
NEMAK USA INC,TN,Metals,20997.32,36.04624,-87.34327,2022
NEMAK USA INC,AL,Metals,16703.088,33.20646,-86.2825,2022
NESTLE PURINA PET CARE CO,MO,Other,72756.404,36.96146,-89.867844,2022
NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,VA,Other,39590.1,37.717226,-77.115462,2022
NESTLE USA INC,NJ,Other,36798.412,40.251278,-74.267417,2022
NET Power La Porte Station,TX,Power Plants,0.0,29.65145,-95.05874,2022
NEVADA CEMENT COMPANY,NV,Minerals,407693.274,39.62,-119.2628,2022
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,NV,Other,86228.868,40.7813,-116.1858,2022
NEVADA GOLD MINES LLC - GOLDSTRIKE,NV,Other,399409.77,40.981115,-116.37644,2022
NEW BATH LANDFILL,NY,Waste,12966.598,42.316976,-77.382535,2022
Monopod Platform,AK,Petroleum and Natural Gas Systems,44260.778,60.89629614,-151.5810013,2022
Mont Belvieu Complex,TX,Petroleum and Natural Gas Systems,2545630.842,29.857654,-94.910674,2022
Mont Belvieu Fractionator,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",1018328.8846846157,29.843056,-94.895278,2022
Mont Belvieu Fractionators,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",260343.772,29.85,-94.91,2022
Monument Gas Plant,NM,"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2",78126.59059282525,32.624135,-103.292931,2022
Moundsville Fractionation Plant,WV,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",89794.956,39.910834,-80.798034,2022
Mt. Olive Gas Plant,LA,Petroleum and Natural Gas Systems,55224.486,32.57421,-92.68162,2022
MountainWest Pipeline - Blind Canyon Station (Tran),UT,Petroleum and Natural Gas Systems,34100.724,40.5682,-109.3322,2022
MountainWest Pipeline - Oak Spring Station (Tran),UT,Petroleum and Natural Gas Systems,67624.902,39.6533,-110.9802,2022
MountainWest Pipeline - Rock Springs Station (Tran),WY,Petroleum and Natural Gas Systems,89149.7,41.5222,-109.3128,2022
MountainWest Pipeline - Thistle Creek Station (Tran),UT,Petroleum and Natural Gas Systems,18481.584,39.819611,-111.464628,2022
Mullinville Compressor Station,KS,Petroleum and Natural Gas Systems,44639.706,37.575959,-99.478382,2022
NFGSC CONCORD STATION,NY,Petroleum and Natural Gas Systems,48785.978,42.552994,-78.707954,2022
NFGSC ELLISBURG STATION,PA,Petroleum and Natural Gas Systems,99867.282,41.89894,-77.91402,2022
NFGSC HINSDALE STATION,NY,Petroleum and Natural Gas Systems,52889.716,42.175492,-78.391925,2022
NFGSC MERCER COMPRESSOR STATION,PA,Petroleum and Natural Gas Systems,26479.436,41.278515,-80.274821,2022
NFGSC ROYSTONE STATION,PA,Petroleum and Natural Gas Systems,21066.418,41.72209,-78.97074,2022
"NGPL Station 102, Balko OK",OK,Petroleum and Natural Gas Systems,15519.298,36.5567,-100.8839,2022
"NGPL Station 103, Minneola, KS",KS,Petroleum and Natural Gas Systems,45734.748,37.52219,-99.96112,2022
"NGPL Station 105 Glasco, KS",KS,Petroleum and Natural Gas Systems,48209.246,39.36473,-97.79924,2022
"NGPL Station 106 Beatrice, NE",NE,Petroleum and Natural Gas Systems,30405.398,40.31732,-96.7463,2022
"NGPL Station 107 Emerson, IA",IA,Petroleum and Natural Gas Systems,46258.34,41.05989,-95.44908,2022
"NGPL Station 108 Truro, IA",IA,Petroleum and Natural Gas Systems,14002.77,41.227768,-93.778339,2022
"NGPL Station 109 Harper, IA",IA,Petroleum and Natural Gas Systems,37498.582,41.3567,-92.0572,2022
"NGPL Station 110 Geneseo, IL",IL,Petroleum and Natural Gas Systems,10540.02,41.391817,-90.168701,2022
"NGPL Station 156, Mountain View, OK",OK,Petroleum and Natural Gas Systems,6873.734,35.1327074313635,-98.7409421374323,2022
Moss Bluff,TX,Petroleum and Natural Gas Systems,25685.014,29.907049,-94.703384,2022
NFGSC INDEPENDENCE STATION,NY,Petroleum and Natural Gas Systems,14921.582,42.088074,-77.783981,2022
NEW BOSTON LANDFILL,TX,Waste,47163.45,33.46362,-94.434452,2022
"NEW GEORGIA LANDFILL, BIRMINGHAM",AL,Waste,127081.0,33.56841,-86.77234,2022
NEW HANOVER COUNTY SECURE LANDFILL,NC,Waste,46883.0,34.32188,-77.99312,2022
NEW HOPE POWER COMPANY,FL,Power Plants,45234.754,26.576745,-80.746737,2022
NEW MEXICO STATE UNIVERSITY CAMPUS,NM,Other,31695.18,32.273071,-106.749013,2022
NEW PARIS PIKE LDFL,IN,Waste,46689.1,39.8557,-84.8317,2022
NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY,VA,Waste,52113.0,37.19319,-80.66975,2022
NEW RIVER SOLID WASTE ASSOCIATION,FL,Waste,93550.25,30.09709,-82.26037,2022
NEW YORK UNIVERSITY CENTRAL PLANT,NY,Other,61670.06,40.728403,-73.995407,2022
NEWARK AMERICA,MA,Pulp and Paper,28658.692,42.560572,-71.849629,2022
NEWBY ISLAND LANDFILL,CA,Waste,127559.25,37.45973,-121.94164,2022
NEWCASTLE LANDFILL,OK,Waste,16085.25,35.2646,-97.5864,2022
NEWLAND PARK LANDFILL,MD,Waste,46304.5,38.388864,-75.640253,2022
NEWMAN & CO,PA,Pulp and Paper,29278.94,40.01463,-75.05434,2022
NEWSVT LANDFILL,VT,Waste,69349.55,44.90871,-72.22104,2022
NEWTON COUNTY LANDFILL,IN,Waste,158766.398,40.867997,-87.361221,2022
NEWTON COUNTY LANDFILL,GA,Waste,64772.25,33.550116,-83.89559,2022
NEXTEER AUTOMOTIVE CORP,MI,Other,39712.3,43.41465,-83.88064,2022
"NGK Ceramics USA, Inc.",NC,Other,25106.356,35.614,-80.81605,2022
"NGPL Station 184, Sayre OK",OK,Petroleum and Natural Gas Systems,32557.672,35.30766,-99.641432,2022
"NGPL Station 201 Storage, Herscher, IL",IL,Petroleum and Natural Gas Systems,39113.036,41.033504,-88.089958,2022
"NGPL Station 204 Columbus Junction, IA",IA,Petroleum and Natural Gas Systems,27602.846,41.234218,-91.349914,2022
"NGPL Station 206 Storage, St Elmo, IL",IL,Petroleum and Natural Gas Systems,20463.146,39.102169,-88.860001,2022
"NGPL Station 388 Storage, Longview, TX",TX,Petroleum and Natural Gas Systems,20552.042,32.60055,-94.66629,2022
NIAGARA FALLS LANDFILL,NY,Waste,75746.048,43.093953,-78.962762,2022
NIKISKI CO-GENERATION,AK,Power Plants,204937.228,60.675533,-151.382675,2022
NIPPON CHEMICAL TEXAS INC,TX,Chemicals,44158.384,29.608611,-95.051944,2022
NIPPON DYNAWAVE PACKAGING,WA,Pulp and Paper,368372.166,46.122749,-122.974048,2022
"NISSAN NORTH AMERICA INC, CANTON MANUFACTURING FACILITY",MS,Other,32257.228,32.57149,-90.069299,2022
"NISSAN NORTH AMERICA, INC.",TN,Other,64624.856,35.9637,-86.485,2022
NJMC 1-E Landfill,NJ,Waste,30058.25,40.775058,-74.123042,2022
NLMK INDIANA,IN,Metals,100702.292,41.62152,-87.16148,2022
NLMK PENNSYLVANIA LLC,PA,Metals,94985.744,41.21192,-80.506982,2022
NNSWC LANDFILL,NE,Waste,82774.2,41.78651,-97.09357,2022
NOBLE ROAD LANDFILL (0370000134),OH,Waste,369193.25,40.971102,-82.48517,2022
NORIT AMERICAS INC,TX,Chemicals,8140.042,32.535981,-94.399072,2022
NORIT AMERICAS INC,OK,Chemicals,92109.988,36.23124,-95.27639,2022
NORTH CROSS COMP STATION 4,TX,Petroleum and Natural Gas Systems,35544.532,31.10944,-102.298058,2022
"NGPL Station 194 Wilson, KS",KS,Petroleum and Natural Gas Systems,12103.26,37.5688,-95.937062,2022
"NGPL Station 195 Haddam, KS",KS,Petroleum and Natural Gas Systems,11146.324,39.799075,-97.327359,2022
"NGPL Station 198 Knoxville, IA",IA,Petroleum and Natural Gas Systems,5365.24,41.289521,-93.032437,2022
"NGPL Station 301 Wharton, TX",TX,Petroleum and Natural Gas Systems,30939.586,29.3997,-96.128132,2022
"NGPL Station 303 Lufkin, TX",TX,Petroleum and Natural Gas Systems,85514.986,31.242557,-94.6987,2022
"NGPL Station 304, Marshall, TX",TX,Petroleum and Natural Gas Systems,12284.058,32.40538,-94.42954,2022
"NGPL Station 306, Malvern, AR",AR,Petroleum and Natural Gas Systems,16459.396,34.271512,-92.816119,2022
"NGPL Station 307, Searcy, AR",AR,Petroleum and Natural Gas Systems,24343.166,35.205472,-91.771111,2022
"NGPL Station 308, Biggers, AR",AR,Petroleum and Natural Gas Systems,22475.576,36.29856,-90.838983,2022
"NGPL Station 309, Marble Hill, MO",MO,Petroleum and Natural Gas Systems,19825.14,37.318581,-89.944006,2022
"NGPL Station 310 Centralia, IL",IL,Petroleum and Natural Gas Systems,30132.252,38.53034,-89.26392,2022
"NGPL Station 311 Hammond, IL",IL,Petroleum and Natural Gas Systems,31686.188,39.79215,-88.5875,2022
"NGPL Station 312 Cropsey, IL",IL,Petroleum and Natural Gas Systems,26099.356,40.622827,-88.485712,2022
"NGPL Station 342 Johnson's Bayou, LA",LA,Petroleum and Natural Gas Systems,2340.4,29.803589,-93.753746,2022
NGPL Station 348 - Sabine Booster,LA,Petroleum and Natural Gas Systems,58997.528,29.761339,-93.881778,2022
"NGPL Station 394 Atlanta, TX",TX,Petroleum and Natural Gas Systems,30462.438,33.07473,-94.163136,2022
"NGPL Station 801, Ratliff City, OK",OK,Petroleum and Natural Gas Systems,28172.9,34.4633,-97.53108,2022
"NGPL Station 802, Paris, TX",TX,Petroleum and Natural Gas Systems,18780.386,33.601832,-95.624767,2022
NORTHERN NATURAL GAS - BROWNFIELD,TX,Petroleum and Natural Gas Systems,32068.232,33.3255,-102.2965,2022
NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR,IA,Petroleum and Natural Gas Systems,49836.206,42.048634,-94.043372,2022
NORTHERN NATURAL GAS COMPANY-PALMYRA,NE,Petroleum and Natural Gas Systems,61981.794,40.745212,-96.3676,2022
NORTHERN NATURAL GAS-CLIFTON,KS,Petroleum and Natural Gas Systems,27454.324,39.54987,-97.25516,2022
NORTHWEST PIPELINE GP - MUDDY CREEK C/S,WY,Petroleum and Natural Gas Systems,23565.516,42.023456,-110.569218,2022
NORTHWEST PIPELINE GP - SNOHOMISH C/S,WA,Petroleum and Natural Gas Systems,57349.34,47.78943,-122.05728,2022
NORTHWEST PIPELINE GP GOLDENDALE C/S,WA,Petroleum and Natural Gas Systems,19818.234,45.771216,-120.799267,2022
NORTHWEST PIPELINE GP GREEN RIVER C/S,WY,Petroleum and Natural Gas Systems,20763.628,41.524895,-109.521106,2022
NORTHWEST PIPELINE GP MT. VERNON,WA,Petroleum and Natural Gas Systems,63441.718,48.41248,-122.20969,2022
NORTHWEST PIPELINE GP ROOSEVELT C/S,WA,Petroleum and Natural Gas Systems,12883.608,45.9034459,-120.213925,2022
NORTHWEST PIPELINE GP SUMAS C/S,WA,Petroleum and Natural Gas Systems,99794.836,49.001,-122.2214,2022
NORTHWEST PIPELINE GP SUMNER C/S,WA,Petroleum and Natural Gas Systems,36474.116,47.228986,-122.209551,2022
NORTHWEST PIPELINE GP WASHOUGAL C/S,WA,Petroleum and Natural Gas Systems,11198.014,45.63236,-122.36516,2022
NORTHWEST PIPELINE GP WILLARD C/S,WA,Petroleum and Natural Gas Systems,11307.012,45.7769,-121.626,2022
NORTH 48TH STREET LANDFILL,NE,Waste,66732.75,40.86692,-96.65328,2022
NORTH AMERICAN SALT CO,KS,Chemicals,53137.9,38.387072,-98.199428,2022
NORTH COUNTRY ENVIRONMENTAL SERVICES INC,NH,Waste,83206.6,44.261426,-71.62739,2022
NORTH DADE LANDFILL MIAMI-DADE SOLID WASTE MANAGEMENT,FL,Waste,96603.75,25.967609,-80.286747,2022
NORTH DAKOTA STATE UNIVERSITY THORSON MAINTENANCE CENTER,ND,Other,56368.138,46.893602,-96.80411,2022
NORTH MIRAMAR SANITARY LANDFILL,CA,Waste,3209.75,32.83582,-117.15236,2022
NORTH SHELBY LANDFILL,TN,Waste,24441.6,35.3234,-89.9463,2022
NORTH STAR BLUESCOPE STEEL LLC *,OH,Metals,353938.7,41.5684,-84.03759,2022
NORTH WELD SANITARY LANDFILL,CO,Waste,115849.188,40.5854,-104.83181,2022
NORTHAMPTON LANDFILL,MA,Waste,16172.25,42.29416,-72.71669,2022
NORTHEAST ARKANSAS REGIONAL SOLID WASTE MANAGEMENT DISTRICT,AR,Waste,91863.25,36.069716,-90.453316,2022
NORTHEAST SANITARY LANDFILL,SC,Waste,21696.25,34.011393,-80.691803,2022
NORTHEAST SOLITE CORPORATION,NY,Minerals,43483.68,42.050189,-73.976795,2022
NORTHEASTERN UNIVERSITY,MA,Other,26792.346,42.339873,-71.088808,2022
NORTHERN OAKS RECYCLING AND DISPOSAL,MI,Waste,43463.302,43.996167,-84.798074,2022
NORTHSHORE MINING CO - SILVER BAY,MN,Metals,78947.398,47.286,-91.26,2022
NORTHWEST SANI LDFL,PA,Waste,7008.844,41.018347,-79.920039,2022
NORTHWEST TENNESSEE LANDFILL,TN,Waste,31738.3,36.4028,-89.1518,2022
NORTHWESTERN LANDFILL,WV,Waste,31221.876226,39.251849,-81.494539,2022
NORTHWESTERN UNIVERSITY,IL,Other,73039.424,42.054816,-87.674477,2022
NORTHWESTERN UNIVERSITY CHICAGO CAMPUS,IL,Other,29924.188,41.895256,-87.6173,2022
NOURYON SURFACE CHEMISTRY LLC,IL,Chemicals,43835.708,41.408188,-88.336227,2022
NOVA CHEMICALS OLEFINS LLC,LA,Chemicals,723901.816,30.233183,-91.051,2022
NOVARTIS PHARMACEUTICALS CORPORATION,NJ,Chemicals,11446.354,40.806822,-74.383763,2022
NOVELIS ALUMINUM CORPORATION,KY,Metals,58117.532,37.601205,-84.310288,2022
NOVELIS CORP - GREENSBORO,GA,Metals,36310.946,33.560283,-83.197522,2022
NOVELIS CORPORATION,NY,Metals,193475.48,43.490656,-76.455057,2022
NPCA COMBUSTION TURBINE PROJECT #2,CA,Power Plants,3765.836,38.088,-121.3871,2022
"NSG Glass North America, Inc.",OH,Minerals,95158.774,41.466699,-83.459142,2022
NUCOR STEEL - ARKANSAS,AR,Metals,396435.698,35.944388,-89.723636,2022
NUCOR STEEL - BERKELEY,SC,Metals,589768.032,33.004097,-79.8816,2022
NUCOR STEEL - UTAH,UT,"Metals,Waste",255959.58,41.8825,-112.1964,2022
NUCOR STEEL AUBURN INC,NY,Metals,78970.156,42.95071,-76.57087,2022
NUCOR STEEL BIRMINGHAM INC,AL,Metals,77869.148,33.54539,-86.8093,2022
NUCOR STEEL DARLINGTON,SC,Metals,173593.704,34.375958,-79.896878,2022
NUCOR STEEL DECATUR,AL,Metals,490813.99,34.638906,-87.089036,2022
NUCOR STEEL HERTFORD COUNTY,NC,Metals,199975.792,36.355216,-76.81115,2022
NUCOR STEEL INDIANA,IN,Metals,282402.442,39.9747,-86.8301,2022
NUCOR STEEL JACKSON INC,MS,Metals,93598.456,32.312167,-90.137278,2022
"NUCOR STEEL KANKAKEE, INC.",IL,Metals,125830.416,41.181332,-87.856643,2022
"NUCOR STEEL MARION, INC. (0351010017)",OH,Metals,62910.62,40.5707,-83.1388,2022
